"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"按关键词搜索仓库，应返回结果且字段完整","406","test_search_repo_by_keyword[pytest]","testcases.api","Wed Apr 08 04:41:03 UTC 2026","passed","Wed Apr 08 04:41:03 UTC 2026","TestGitHubSearchRepo","test_github","",""
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","Wed Apr 08 04:41:16 UTC 2026","broken","Wed Apr 08 04:41:16 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Wed Apr 08 04:41:14 UTC 2026","broken","Wed Apr 08 04:41:14 UTC 2026","TestBaiduSearch","test_baidu","",""
"per_page 参数生效，返回条数与请求一致","245","test_search_repo_pagination","testcases.api","Wed Apr 08 04:41:04 UTC 2026","passed","Wed Apr 08 04:41:04 UTC 2026","TestGitHubSearchRepo","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","855","test_invalid_city_code","testcases.api","Wed Apr 08 04:41:11 UTC 2026","passed","Wed Apr 08 04:41:12 UTC 2026","TestWeatherAPI","test_weather","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_all]","testcases.ui","Wed Apr 08 04:41:17 UTC 2026","broken","Wed Apr 08 04:41:17 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","Wed Apr 08 04:41:15 UTC 2026","broken","Wed Apr 08 04:41:15 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1094","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Wed Apr 08 04:41:06 UTC 2026","passed","Wed Apr 08 04:41:07 UTC 2026","TestWeatherAPI","test_weather","",""
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_password]","testcases.ui","Wed Apr 08 04:41:16 UTC 2026","broken","Wed Apr 08 04:41:16 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","364","test_get_repo_topics","testcases.api","Wed Apr 08 04:41:04 UTC 2026","passed","Wed Apr 08 04:41:05 UTC 2026","TestGitHubRepo","test_github","",""
"不存在的组织应返回 404","82","test_get_nonexistent_org","testcases.api","Wed Apr 08 04:41:05 UTC 2026","passed","Wed Apr 08 04:41:05 UTC 2026","TestGitHubOrg","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","Wed Apr 08 04:41:15 UTC 2026","broken","Wed Apr 08 04:41:15 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","859","test_get_weather_success[440100-\u5e7f\u5dde]","testcases.api","Wed Apr 08 04:41:07 UTC 2026","passed","Wed Apr 08 04:41:08 UTC 2026","TestWeatherAPI","test_weather","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_username]","testcases.ui","Wed Apr 08 04:41:17 UTC 2026","broken","Wed Apr 08 04:41:17 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"GitHub API 响应头应包含 Rate-Limit 相关字段","57","test_rate_limit_headers","testcases.api","Wed Apr 08 04:41:05 UTC 2026","passed","Wed Apr 08 04:41:05 UTC 2026","TestGitHubResponseHeaders","test_github","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","865","test_get_weather_success[310000-\u4e0a\u6d77]","testcases.api","Wed Apr 08 04:41:07 UTC 2026","passed","Wed Apr 08 04:41:07 UTC 2026","TestWeatherAPI","test_weather","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Wed Apr 08 04:41:16 UTC 2026","broken","Wed Apr 08 04:41:16 UTC 2026","TestBaiduSearch","test_baidu","",""
"空字段提交应出现错误提示，不得登录成功","0","test_login_with_empty_fields[empty_password]","testcases.ui","Wed Apr 08 04:41:17 UTC 2026","broken","Wed Apr 08 04:41:17 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Wed Apr 08 04:41:15 UTC 2026","broken","Wed Apr 08 04:41:15 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取 github 组织信息，字段应完整","120","test_get_known_org","testcases.api","Wed Apr 08 04:41:05 UTC 2026","passed","Wed Apr 08 04:41:05 UTC 2026","TestGitHubOrg","test_github","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","141","test_get_user_repos","testcases.api","Wed Apr 08 04:41:04 UTC 2026","passed","Wed Apr 08 04:41:04 UTC 2026","TestGitHubUser","test_github","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","Wed Apr 08 04:41:16 UTC 2026","broken","Wed Apr 08 04:41:16 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Wed Apr 08 04:41:15 UTC 2026","broken","Wed Apr 08 04:41:15 UTC 2026","TestBaiduSearch","test_baidu","",""
