"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[\u6d4b\u8bd5\u5f00\u53d1\u5de5\u7a0b\u5e08]","testcases.ui","Tue Mar 17 04:23:33 UTC 2026","broken","Tue Mar 17 04:23:33 UTC 2026","TestBaiduSearch","test_baidu","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","965","test_forecast_weather","testcases.api","Tue Mar 17 04:23:30 UTC 2026","passed","Tue Mar 17 04:23:31 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 torvalds 用户信息，字段应完整","79","test_get_known_user","testcases.api","Tue Mar 17 04:23:21 UTC 2026","passed","Tue Mar 17 04:23:21 UTC 2026","TestGitHubUser","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Python]","testcases.ui","Tue Mar 17 04:23:32 UTC 2026","broken","Tue Mar 17 04:23:32 UTC 2026","TestBaiduSearch","test_baidu","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","959","test_get_weather_success[440300-\u6df1\u5733]","testcases.api","Tue Mar 17 04:23:26 UTC 2026","passed","Tue Mar 17 04:23:26 UTC 2026","TestWeatherAPI","test_weather","",""
"正常城市编码应返回天气数据，状态码200，infocode为10000","1293","test_get_weather_success[110000-\u5317\u4eac]","testcases.api","Tue Mar 17 04:23:22 UTC 2026","passed","Tue Mar 17 04:23:24 UTC 2026","TestWeatherAPI","test_weather","",""
"不存在的用户名应返回 404","50","test_get_nonexistent_user","testcases.api","Tue Mar 17 04:23:21 UTC 2026","passed","Tue Mar 17 04:23:21 UTC 2026","TestGitHubUser","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","935","test_invalid_city_code","testcases.api","Tue Mar 17 04:23:28 UTC 2026","passed","Tue Mar 17 04:23:29 UTC 2026","TestWeatherAPI","test_weather","",""
"校验顶层响应字段完整性","1945","test_response_fields_completeness","testcases.api","Tue Mar 17 04:23:26 UTC 2026","passed","Tue Mar 17 04:23:28 UTC 2026","TestWeatherAPI","test_weather","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[@#$%]","testcases.ui","Tue Mar 17 04:23:33 UTC 2026","broken","Tue Mar 17 04:23:33 UTC 2026","TestBaiduSearch","test_baidu","",""
