"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"获取用户仓库列表，应为数组且每项含仓库基本信息","103","test_get_user_repos","testcases.api","Fri Apr 24 04:58:10 UTC 2026","passed","Fri Apr 24 04:58:10 UTC 2026","TestGitHubUser","test_github","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","Fri Apr 24 04:58:24 UTC 2026","broken","Fri Apr 24 04:58:24 UTC 2026","TestExpandTestingLogin","test_opencart_login","",""
"校验顶层响应字段完整性","2060","test_response_fields_completeness","testcases.api","Fri Apr 24 04:58:16 UTC 2026","passed","Fri Apr 24 04:58:18 UTC 2026","TestWeatherAPI","test_weather","",""
"不存在的用户名应返回 404","24","test_get_nonexistent_user","testcases.api","Fri Apr 24 04:58:10 UTC 2026","passed","Fri Apr 24 04:58:10 UTC 2026","TestGitHubUser","test_github","",""
"extensions=all 返回预报数据，应包含 forecasts 字段","1021","test_forecast_weather","testcases.api","Fri Apr 24 04:58:20 UTC 2026","passed","Fri Apr 24 04:58:21 UTC 2026","TestWeatherAPI","test_weather","",""
"按关键词搜索仓库，应返回结果且字段完整","383","test_search_repo_by_keyword[requests]","testcases.api","Fri Apr 24 04:58:10 UTC 2026","passed","Fri Apr 24 04:58:10 UTC 2026","TestGitHubSearchRepo","test_github","",""
"正常关键词搜索，应返回结果列表","0","test_search_returns_results[Pytest\u6846\u67b6]","testcases.ui","Fri Apr 24 04:58:23 UTC 2026","broken","Fri Apr 24 04:58:23 UTC 2026","TestBaiduSearch","test_baidu","",""
"不存在的仓库应返回 404","37","test_get_nonexistent_repo","testcases.api","Fri Apr 24 04:58:10 UTC 2026","passed","Fri Apr 24 04:58:10 UTC 2026","TestGitHubRepo","test_github","",""
"特殊字符/数字搜索不应导致页面崩溃
        纯空格等无效关键词百度可能不跳转结果页，只断言页面正常响应即可
        ","0","test_special_character_search[123456]","testcases.ui","Fri Apr 24 04:58:23 UTC 2026","broken","Fri Apr 24 04:58:23 UTC 2026","TestBaiduSearch","test_baidu","",""
"获取仓库贡献者列表，返回数组且字段完整
        注：torvalds/linux 贡献者数量过大，GitHub API 会返回 403，
        改用 pytest/pytest（规模适中的知名仓库）
        ","291","test_get_repo_contributors","testcases.api","Fri Apr 24 04:58:11 UTC 2026","passed","Fri Apr 24 04:58:11 UTC 2026","TestGitHubRepo","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","248","test_search_repo_by_keyword[playwright]","testcases.api","Fri Apr 24 04:58:09 UTC 2026","passed","Fri Apr 24 04:58:10 UTC 2026","TestGitHubSearchRepo","test_github","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","223","test_get_repo_topics","testcases.api","Fri Apr 24 04:58:10 UTC 2026","passed","Fri Apr 24 04:58:11 UTC 2026","TestGitHubRepo","test_github","",""
"传入无效城市编码，接口应返回错误或 lives 数据为空/无效","1068","test_invalid_city_code","testcases.api","Fri Apr 24 04:58:18 UTC 2026","passed","Fri Apr 24 04:58:19 UTC 2026","TestWeatherAPI","test_weather","",""
"获取 torvalds 用户信息，字段应完整","42","test_get_known_user","testcases.api","Fri Apr 24 04:58:10 UTC 2026","passed","Fri Apr 24 04:58:10 UTC 2026","TestGitHubUser","test_github","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","Fri Apr 24 04:58:23 UTC 2026","broken","Fri Apr 24 04:58:23 UTC 2026","TestBaiduSearch","test_baidu","",""
