"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"错误用户名或密码应显示错误提示，不得登录成功","0","test_login_with_invalid_credentials[wrong_username]","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"空关键词应返回 422 参数错误","105","test_search_repo_empty_keyword","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubSearchRepo","test_github","",""
"不存在的仓库应返回 404","119","test_get_nonexistent_repo","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubRepo","test_github","",""
"使用官方公开测试账号登录，应跳转到 Secure Area 页","0","test_login_success","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"登录成功后截图，附加到 Allure 报告","0","test_login_success_screenshot","testcases.ui","2026-06-07","broken","2026-06-07","TestExpandTestingLogin","test_opencart_login","",""
"打开百度首页，标题应包含'百度'","0","test_homepage_title","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"搜索框和搜索按钮应在首页存在于 DOM 中（百度弹窗可能遮挡 CSS visibility）","0","test_search_input_visible","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
"获取用户仓库列表，应为数组且每项含仓库基本信息","180","test_get_user_repos","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubUser","test_github","",""
"获取 torvalds/linux 的 topics，响应应包含 names 数组","176","test_get_repo_topics","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubRepo","test_github","",""
"不存在的组织应返回 404","150","test_get_nonexistent_org","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubOrg","test_github","",""
"校验顶层响应字段完整性","1849","test_response_fields_completeness","testcases.api","2026-06-07","passed","2026-06-07","TestWeatherAPI","test_weather","",""
"不存在的用户名应返回 404","115","test_get_nonexistent_user","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubUser","test_github","",""
"按关键词搜索仓库，应返回结果且字段完整","351","test_search_repo_by_keyword[playwright]","testcases.api","2026-06-07","passed","2026-06-07","TestGitHubSearchRepo","test_github","",""
"搜索后截图，附加到 Allure 报告","0","test_search_with_screenshot","testcases.ui","2026-06-07","broken","2026-06-07","TestBaiduSearch","test_baidu","",""
